node1,node2,node3,node4,node5,node6,node7,node8,node9,node10,node11,node12,node13,node14,node15,node16,Fitting Area Wear(mm^2)
14.39589502,9.606424133,12.04502024,6.692496068,6.728024795,6.363420422,21.26825107,8.577333939,7.699210296,15.46457637,12.64273704,9.891797411,17.3931661,7.89300548,3.791755882,5.088526741,1.06
17.5692896,11.99932929,8.705711941,5.766635897,7.188338422,7.645793548,23.36126706,10.99536721,6.68604168,12.41323937,11.88672134,9.577613257,16.4651511,9.131849868,3.18131631,4.602877137,1.07
16.58223913,8.544471465,8.732970942,10.14629095,4.78157132,7.688442647,21.82144422,9.068867875,7.579183956,14.2715001,11.15738078,8.583331019,16.9752239,8.254746876,3.021035297,4.574182478,1.07
12.72361414,8.593631359,7.91103921,10.62018043,3.929091603,7.097444753,24.12568988,9.451777784,6.936172185,13.38206473,10.56927265,7.486887493,16.91418579,7.902759867,3.240259363,3.967274777,1.08
13.13791371,9.561456968,11.29957017,9.706641888,4.279352344,5.967870832,23.52949792,10.48188712,6.892222162,13.71132265,10.24219659,9.604126565,17.38492457,6.977622534,3.038734751,2.735897162,1.08
18.0524379,10.24487322,7.834597695,9.140279703,7.022172915,6.566980712,23.12350783,12.5279146,7.363029236,18.02719573,9.616175958,10.17002026,16.09528357,5.957777178,3.218555733,2.794364769,1.09
13.3026256,10.31128252,7.608471978,6.502860013,9.688199382,6.33530814,24.43270482,12.19466893,8.638108608,14.65080689,9.003122017,11.18764853,13.83045004,5.189559802,3.275890197,4.748089075,1.09
14.90659949,10.62512684,9.150453617,5.278026348,9.371493192,5.984850956,22.67831636,11.9668296,8.648070098,16.90442283,8.946503707,8.987665764,14.30734895,5.453378946,3.253464801,5.215906367,1.09
15.64325402,8.417026021,10.20237827,7.631650162,6.34181608,6.488731036,23.56124935,14.26064123,8.378698278,15.32259472,8.411365714,7.62983595,14.50578871,5.842442769,3.001616553,4.250277027,1.1
16.37180187,11.01635427,9.20439094,10.83657672,3.662134951,6.074281037,23.25660394,11.2427184,8.273127803,14.21418358,7.499825073,7.329579431,13.59954827,5.813300676,3.216680813,2.579493497,1.1
17.73716667,12.79965419,11.4701637,10.79855092,3.344657061,6.37167407,20.10503467,9.922761714,7.698834357,15.14415267,6.199193371,8.60524753,15.52310244,5.727204889,3.186985356,3.381283681,1.11
21.45474764,12.12739912,9.794786159,7.940272558,4.724841807,5.819436465,21.59798508,10.88182512,6.475988124,12.90678933,5.755669624,9.56543628,12.78781159,5.500539558,3.523053772,4.152997882,1.11
17.1413947,13.92083719,9.263532727,7.801783178,6.672627754,5.589197305,20.86993172,8.678503981,8.405105713,14.82255753,6.974433479,9.994890983,12.55259251,4.244634456,3.45313155,3.52198949,1.11
17.36148461,10.797376,7.406830195,7.902954286,7.508626056,6.587871242,22.64177602,8.390779692,6.149380203,11.58894601,6.609697016,10.09726969,12.578645,4.221353685,3.619146147,2.409696927,1.12
17.11717936,11.8666124,8.606719028,7.242310396,6.006896694,6.205684274,22.63076018,9.530539415,7.431746486,13.84897768,6.400633681,8.585670771,14.8566338,4.837739218,2.963676055,2.839013946,1.12
18.85135799,14.09985305,9.912421687,9.593707148,3.33394635,6.454903167,21.81869542,6.534445153,5.666502609,12.15661355,6.055489444,8.39406569,14.24329853,5.373917834,3.21892915,2.247417561,1.13
17.34653973,9.391466787,7.140756449,5.602031001,2.804442541,4.348443275,12.98159887,7.486018418,5.083141114,8.598850964,4.957248716,7.217137445,13.47913409,4.135563296,3.664901323,4.128576024,1.13
22.04139966,16.2876215,10.52476729,5.507736432,8.254734563,8.217838768,8.057173333,4.417390825,4.155249904,7.605615682,3.912525643,9.01814075,17.14677317,3.900736955,4.1236159,4.093653252,1.13
20.43999981,14.55201867,6.867696773,7.347024816,4.590177571,9.590453925,9.329531929,4.512131881,3.407975618,7.203518791,4.091882184,5.959733358,10.96730218,6.561970003,16.23329686,11.95962433,1.14
20.8409836,14.0081277,6.951398636,9.645902751,2.137887519,8.099411191,10.39661665,3.658680096,2.927238298,7.590250671,4.121403517,5.121696896,9.765518548,6.183025684,28.51630978,11.1333207,1.14
17.38540444,16.70149739,5.634755413,9.112406275,1.765902094,8.450073554,9.606338969,3.85346,3.207974094,6.208329826,4.560539793,5.532016917,9.156459124,6.139133155,32.40061317,15.47207213,1.14
17.67295779,14.06809424,4.159427973,7.717060272,4.126660139,8.961296105,10.8471511,4.175337599,3.587435127,6.47681997,4.310440157,5.721568348,8.937790012,6.124460053,29.10028681,18.38812708,1.15
16.80861562,13.87617263,4.635272672,3.666046459,4.102720153,4.44329712,7.569849586,2.89554316,2.108317425,4.731692252,2.875249585,10.8877488,21.83157399,3.646894718,2.880401934,7.729284809,1.15
15.5421948,12.96751318,10.32646758,11.7537686,5.136367474,9.637241062,28.38205229,9.786420864,7.73901418,16.65294838,8.181202474,6.778238588,14.06889226,3.882248475,4.418864668,12.04304761,1.15
23.44632275,21.85596929,12.56798646,6.813139483,7.324200692,9.186106735,21.61715736,7.175473321,5.335633687,9.872163156,7.652861347,6.425270293,13.09037552,3.843993923,2.036772558,8.055435368,1.16
20.97792903,17.78904625,14.47491495,5.673924822,8.057378313,8.603715523,19.65349679,7.254334447,6.32240034,10.15897161,7.418252688,6.423876339,12.00271956,3.27310941,2.038491564,8.1727138,1.16
21.75419152,19.41072476,9.667277144,8.660307403,5.777397201,8.953134373,22.62823131,8.682637518,5.178296098,8.813213492,7.384155012,6.367182062,12.65660504,3.598512419,2.728219299,6.964586207,1.16
22.04697229,21.35285436,10.45970019,11.11998248,4.408561009,8.836094026,23.08167709,9.346396232,4.979809164,11.01074489,6.360234703,5.931164767,12.15453521,4.387426112,2.256498071,3.987026658,1.17
21.39672886,17.04490011,9.155906551,10.25651129,4.643746896,6.781012818,22.19545836,8.196043777,4.768295246,11.30981888,5.528433734,7.029250798,12.51612531,4.242131935,2.273810288,4.524179452,1.17
19.35884545,19.98434945,10.5732704,10.45693185,6.289771021,7.557663065,22.38100083,8.363320595,4.849543638,11.44696141,6.095385041,7.226881629,12.11657989,3.929962743,2.60073934,6.192756819,1.17
18.65484105,16.74789704,12.1798389,8.042009669,8.688155622,6.264881486,24.39957586,9.185222027,6.222559748,14.02914685,6.776321665,8.31716739,12.07061712,3.684936941,2.34982792,5.707771606,1.18
20.49193086,17.17229212,8.538631103,7.027245131,10.38362244,6.317241043,27.8171443,9.000964602,7.152039799,11.64472103,6.147445337,9.326456301,12.42391985,3.186604653,2.165557061,5.436058003,1.18
20.98188593,13.86637812,12.85867707,7.283491824,9.375876182,7.065370548,27.10304987,13.88134471,8.921720969,12.94980427,6.002800619,7.550168289,12.0442169,3.369764339,2.137721096,3.554247784,1.18
18.84508451,13.80786543,10.5604851,9.983026731,7.252450974,6.42032696,26.46579073,12.73842583,8.803009111,14.30482218,5.382749428,7.181473415,12.47358751,3.614977243,1.590606625,3.404590376,1.18
16.37951861,13.29946938,12.22892156,11.57168784,6.678102081,6.565052951,24.18105017,11.96157031,7.055349493,12.85453812,4.707953133,7.496738142,13.24413397,4.164066881,1.700462967,5.067334999,1.19
17.3139672,14.72169766,9.561925567,9.832883399,7.257733474,5.610915461,22.7581288,10.42986902,7.042766971,11.96357014,4.626484714,8.849081128,13.71324238,3.129048616,2.175227564,5.432956408,1.19
16.30334643,12.55960834,8.946637188,8.978393106,8.553981794,5.700271111,23.29146931,11.44138605,5.963593191,12.7608558,4.098710505,10.10236026,13.03765102,3.241652608,2.633738967,5.776368313,1.19
14.34575198,11.05032126,8.257307613,8.548336584,8.980920507,6.495880465,27.44804788,11.31709341,6.049073747,13.94133499,5.001859022,10.50326274,13.28991684,2.269278467,1.782359735,3.923650888,1.2
14.9450904,10.45935286,7.335366889,8.189429951,7.846085381,6.673838138,27.04714119,12.23216541,7.90327891,11.81341016,4.685394678,9.845198532,13.99673067,2.500790937,2.376125003,3.895824024,1.2
11.73782494,5.408397961,6.722494708,3.86490941,3.125824771,3.417632349,11.93707604,12.47541722,6.257988462,8.583374533,4.194713609,9.814840527,16.44328708,3.973088968,3.769435153,6.577779645,1.2
18.42310096,13.89978311,11.93486809,6.915756161,6.494223694,5.099382374,17.01936591,12.5850331,9.815716168,11.90316647,5.766943246,14.36414404,24.33135469,5.460757202,5.936431819,11.99019633,1.2
13.56030945,8.409069655,6.238996676,4.841959112,6.41488048,4.948775107,16.98674523,13.70240764,9.434329606,9.672797272,6.011016445,18.77950759,37.06913125,6.474230098,6.637819655,26.06238622,1.21
14.08404498,7.029278976,5.448602571,5.946014926,5.663712898,5.055046438,15.20296876,14.8678067,8.746566951,11.22484197,6.018733557,17.23854186,35.50416941,9.104905916,10.65310855,28.27036725,1.21
16.13782541,6.604655732,3.932312814,6.335980224,3.928727366,4.080811344,13.79027475,13.17685394,7.59445571,8.864722235,6.402565931,13.96140688,28.01660335,6.527596587,11.86200039,15.74211452,1.21
11.75891613,5.150052967,4.607450765,5.172152805,3.750109449,6.597263957,24.53424051,10.72945536,9.59005469,12.17279279,8.790661764,12.8024536,23.14358447,5.006696721,3.908554543,6.078426786,1.21
14.3722585,9.398888393,5.542040167,9.787642226,4.403168652,9.096105417,22.78361052,13.31779622,9.211435807,14.81154027,8.06764977,9.347275216,18.22744038,5.386658868,4.378027966,3.565793724,1.22
15.99255669,13.18792243,11.8128096,9.728597254,2.705927588,7.130496922,23.30763727,11.61015261,8.192991009,13.76235852,6.740359665,7.50780872,15.01316509,4.927836313,4.155829338,2.802225964,1.22
16.24685598,14.26067732,9.945513756,10.48472759,3.484000769,5.545035177,22.65066139,12.25335446,7.653850646,12.92046391,8.243631616,7.484252648,16.17384192,4.553480373,4.138276814,3.874615907,1.22
18.03645375,14.70850288,12.75240363,9.462839897,5.091744835,5.28839285,21.75536754,12.73029879,8.820511543,13.98853054,9.347792206,8.138270907,14.56010113,5.113341608,3.534455132,4.710068555,1.22
17.39379292,15.28681326,10.78266195,5.956678777,7.171147157,6.585853836,22.7505833,16.61222303,9.135876374,11.47108802,9.989639989,7.748998644,12.40818522,5.015652353,3.030656812,3.731112703,1.23
17.12828457,10.73097781,11.72803355,5.835710427,6.76014385,7.468681613,21.22859952,15.95013453,10.20984037,13.68901313,10.76031569,6.960821671,12.06810644,4.943898029,2.679750105,2.523041282,1.23
19.74098971,12.71030178,11.08561207,9.173956098,5.142801682,8.240129165,22.63554921,16.13161008,10.51945845,11.89152988,10.25267877,6.597392022,14.25008815,5.943360931,2.484978692,1.912288414,1.23
16.95583515,10.69715009,9.153363392,10.95663235,3.987618077,6.852497376,21.37562725,14.31202699,9.860918887,12.50532694,10.07123542,6.625098043,14.9360067,6.416645706,2.776542135,3.952404308,1.23
17.14233764,13.31251535,12.26219013,11.38904719,3.733733342,5.925725887,20.65179744,12.44451376,10.54467825,12.77636473,9.727968442,8.318784344,15.59290884,5.827091901,3.845745893,6.025545334,1.24
18.74549917,13.98662408,11.17068644,9.443330742,5.904337034,7.032793353,20.41224437,10.65945879,7.414072855,12.54632269,10.74063782,9.043557902,14.41314976,6.47505878,4.503748758,5.068740664,1.24
15.56908645,12.69007016,13.25326913,7.192899393,8.597399604,7.100721664,19.47538228,9.744036817,7.270167254,15.0311483,10.86364344,9.896610759,14.08457891,6.350100879,3.844846436,4.046220615,1.24
15.81015124,15.4020436,12.13044913,5.09281794,9.489436172,6.807744743,21.72967935,9.275575156,6.545889545,12.58560074,10.81696128,9.747810187,15.15134145,6.240708173,3.414428314,2.489248773,1.24
19.89915569,11.40666995,15.40455609,6.681684667,7.007110826,8.0109984,19.93107586,8.904403203,8.931676125,14.63231927,10.67145752,8.674358111,15.60054627,7.438997818,3.268912374,5.153239256,1.25
15.98533959,12.85955652,9.911443975,10.98616759,3.908508591,7.041328923,19.93429249,9.909687802,7.229208714,12.46358811,9.658048292,7.889057742,15.52859974,7.630264057,2.943844118,7.263882105,1.25
14.12788406,7.928918383,8.242262197,6.702409261,3.074565629,6.173786095,14.39743543,7.477959836,6.312532906,12.18646144,7.787470817,8.011315477,13.5519098,6.528020299,3.275713541,7.14225033,1.25
14.03375578,10.33439101,8.74723298,4.461969253,10.04164707,5.616965075,5.795974589,7.360412343,4.825036974,8.532136021,6.594139594,10.35992533,17.22093564,5.100443365,5.29286767,3.274211275,1.25
15.03062141,8.760519971,8.222524523,8.480226298,11.05011095,5.680850597,10.80199974,8.047372991,4.214893416,7.509221352,7.236059261,7.951261745,13.6716291,7.055193675,27.20927239,9.197732068,1.25
12.70648299,8.899864037,6.928338758,10.89797785,6.581338627,5.571493142,11.58731425,6.023799676,5.238635059,9.580987899,7.409148456,6.321975573,10.54189159,8.538507684,32.09765695,19.37476784,1.26
12.41052251,7.10838753,8.668079957,5.702911608,4.757972027,5.432054353,7.115949058,5.056590676,4.50027479,7.208768303,6.711201335,9.194717642,17.75172527,4.509583241,9.11715141,8.437289674,1.26
11.04906064,6.798113422,10.56142943,8.808926533,3.994053108,9.972893039,28.09785547,9.875810426,7.977997913,15.18810673,9.002682252,8.348263907,14.85738501,4.471321969,6.014425164,7.304956514,1.26
15.34961322,10.61544291,11.2936658,11.74777683,5.106082623,8.834835973,22.61268428,9.549516802,6.352938036,10.07028899,8.78921411,7.405270064,14.45177438,4.043452612,1.98118388,3.223965022,1.26
14.21188101,12.72699245,11.67578063,9.973348692,5.326601061,8.60086607,19.00226548,7.413994552,6.225106339,12.53154482,8.790193041,7.997607309,13.64965849,4.687612599,2.330711709,4.62516125,1.27
20.17964173,14.58211489,10.4043472,6.701368884,6.058822401,9.469317281,19.9909359,7.166759316,5.311643973,10.93168652,8.37306205,9.125009573,11.80237217,4.165221856,2.414929502,6.855663951,1.27
15.77182993,13.54603579,8.919264682,7.315313523,6.248231243,10.7794579,19.10276145,6.578940306,4.611664601,12.7267172,7.582589967,9.718460505,12.25634855,3.846232726,2.72216498,5.083908748,1.27
15.49396451,12.56669514,9.7456269,11.0623289,4.436231978,11.24655109,20.93382393,6.832011142,3.900070774,11.41641399,7.025645384,8.336537106,12.20809986,3.787212839,2.526634375,4.266470832,1.27
15.95326368,13.9016766,9.080009387,10.85793402,3.069540202,9.499451178,22.3748467,6.081977206,4.347401157,11.33581376,6.973379298,7.885265588,15.06067979,3.960064115,2.987211186,4.767358748,1.27
16.96486567,10.960448,13.37458159,10.64548701,2.982912919,9.42324667,21.98582012,6.780404194,5.411838314,12.10327527,6.908729859,7.001491357,15.20201083,3.59725016,2.721713491,7.952734553,1.28
16.36454834,16.341644,10.12857416,10.4297803,4.514775812,9.129018612,22.00953999,6.238593663,5.435878697,10.77914656,7.611838559,7.862190079,15.13773436,2.618988927,2.014510296,8.836841562,1.28
17.73787234,12.9220598,13.09241512,8.197105456,6.588479349,8.698821094,21.0318008,7.134225889,5.561411718,11.28872788,8.866537228,7.698249514,13.96626054,2.30172204,2.335631796,6.130571979,1.28
15.22001654,13.40301672,11.37776171,5.13278927,7.649137558,8.697735001,22.70042675,6.930191303,6.704878477,10.47717606,9.661388347,7.364239263,14.00590055,2.952266505,2.438252981,3.781961373,1.28
15.69433263,11.12681924,10.29718397,7.85192573,6.639394692,9.396835753,21.31312668,7.974517804,5.75164016,11.07760879,9.665388914,7.460638533,13.8925225,3.306593897,2.016534715,6.129056988,1.28
20.87738321,11.5890103,8.400694936,10.67904821,5.190911513,9.13182441,21.77811884,8.107520767,5.454894132,11.06507067,8.416081137,7.127055455,15.66976569,4.172896185,2.423533165,6.604945407,1.29
15.29274241,12.45277706,10.34459763,10.9499683,4.821965373,7.953820156,21.13207407,7.117353369,4.979450611,10.82223866,7.235631923,8.175710562,15.29051267,5.360029418,2.902127843,6.317688116,1.29
16.26743726,7.611733998,6.789911669,5.378187585,2.826364196,5.099167182,12.01135523,5.490459941,4.360605316,9.653721238,4.853383969,7.775960053,13.88239966,5.314955137,4.494946502,5.11943815,1.29
19.05009583,13.61032544,9.148722479,6.181942089,6.841104955,6.075729015,8.907202438,4.079052861,4.84820773,9.529847771,4.911119774,10.29962382,19.6575574,6.366293333,5.222094121,4.944892081,1.29
13.20378931,8.78165538,8.421825071,9.762585286,7.486172653,8.121757484,28.59334529,9.564561006,7.224208762,17.80422859,7.752745726,12.47860339,25.60705207,5.43313092,4.094805656,7.96328321,1.29
16.54169185,12.07775633,10.32576953,12.95520759,4.389400335,6.474831463,22.76066334,8.776444771,5.352864056,11.4542774,5.256001318,7.395373585,15.5355234,6.722158723,3.334035049,6.340510671,1.29
16.7114588,13.4281218,10.06615197,11.66976499,4.498699992,5.972061408,20.4643685,7.876376404,6.222374856,12.49874475,4.788364111,8.780062922,14.62808203,6.622443548,4.641747504,7.044024061,1.3
17.44663012,12.00745083,12.39937512,9.647125952,6.680844307,6.058728888,20.47247234,7.719377413,5.672332933,11.47726442,4.969143511,9.761279001,12.61232453,6.039534255,4.984489581,6.227261278,1.3
17.04933067,13.40070064,7.674998288,10.0191313,8.54683988,6.478268767,21.19949961,6.396222649,4.342288083,10.91106685,6.186783741,10.29238917,13.43529046,4.655656717,4.262491833,3.52654701,1.3
17.67524573,12.93525642,9.494013703,8.865443395,7.700352894,7.443097636,21.04061656,5.612196089,5.038192148,12.92068899,7.04977639,9.593629065,13.33283947,4.636857981,3.391276137,3.561854309,1.3
18.96230875,13.1250212,9.590476592,9.043880129,5.971921458,6.958612541,22.83692903,6.045388975,4.698924348,10.62142078,6.383564908,8.455813347,15.36017401,6.826484111,4.258267945,5.475436407,1.3
